what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui",1399661116052
started,bundle,org.eclipse.jface,3.6.2.M20110210-1200,"org.eclipse.jface",1399661116052
started,bundle,org.eclipse.jsch.core,1.1.200.I20100505-1245,"org.eclipse.jsch.core",1399661116053
started,bundle,org.eclipse.jst.common.project.facet.core,1.4.102.v201008182136,"org.eclipse.jst.common.project.facet.core",1399661116053
started,bundle,org.eclipse.jst.ws.jaxrs.core,1.0.201.v201011231540,"org.eclipse.jst.ws.jaxrs.core",1399661116066
started,bundle,org.eclipse.jst.ws.jaxws.utils,1.0.0.v201004171919,"org.eclipse.jst.ws.jaxws.utils",1399661116067
started,bundle,org.eclipse.mylyn.bugzilla.core,3.4.2.v20100902-0100-e3x,"org.eclipse.mylyn.bugzilla.core",1399661116070
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.bugzilla.ui",1399661116071
started,bundle,org.eclipse.mylyn.commons.net,3.4.1.v20100625-2100-e3x,"org.eclipse.mylyn.commons.net",1399661116071
started,bundle,org.eclipse.mylyn.commons.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.commons.ui",1399661116071
started,bundle,org.eclipse.mylyn.context.core,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.context.core",1399661116072
started,bundle,org.eclipse.mylyn.context.ui,3.4.2.v20110131-0100-e3x,"org.eclipse.mylyn.context.ui",1399661116073
started,bundle,org.eclipse.mylyn.monitor.ui,3.4.1.v20110131-0100-e3x,"org.eclipse.mylyn.monitor.ui",1399661116073
started,bundle,org.eclipse.mylyn.tasks.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.tasks.ui",1399661116074
started,bundle,org.eclipse.mylyn.team.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.team.ui",1399661116075
started,bundle,org.eclipse.team.core,3.5.101.R36x_v20110203-1036,"org.eclipse.team.core",1399661116075
started,bundle,org.eclipse.team.cvs.core,3.3.301.R36x_v20110119-0815,"org.eclipse.team.cvs.core",1399661116076
started,bundle,org.eclipse.team.cvs.ui,3.3.302.R36x_v20110203-1036,"org.eclipse.team.cvs.ui",1399661116077
started,bundle,org.eclipse.team.ui,3.5.102.R36x_v20110203-1036,"org.eclipse.team.ui",1399661116078
started,bundle,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui",1399661116079
started,bundle,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console",1399661116080
started,bundle,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.editors",1399661116081
started,bundle,org.eclipse.ui.forms,3.5.2.r36_v20100702,"org.eclipse.ui.forms",1399661116082
started,bundle,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.ide",1399661116083
started,bundle,org.eclipse.ui.navigator,3.5.0.I20100601-0800,"org.eclipse.ui.navigator",1399661116083
started,bundle,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.resources",1399661116084
started,bundle,org.eclipse.ui.net,1.2.100.I20100505-1245,"org.eclipse.ui.net",1399661116084
started,bundle,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views",1399661116085
started,bundle,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"org.eclipse.ui.workbench",1399661116086
started,bundle,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.workbench.texteditor",1399661116088
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1399661116088
started,bundle,org.eclipse.update.core,3.2.402.R36x_v20100629,"org.eclipse.update.core",1399661116089
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1399661116090
started,bundle,org.eclipse.wst.common.project.facet.core,1.4.102.v201008170019,"org.eclipse.wst.common.project.facet.core",1399661116090
started,bundle,org.eclipse.wst.jsdt.core,1.1.4.v201102102045,"org.eclipse.wst.jsdt.core",1399661116092
started,bundle,org.eclipse.wst.jsdt.manipulation,1.0.200.v201004150600,"org.eclipse.wst.jsdt.manipulation",1399661116093
started,bundle,org.eclipse.wst.jsdt.ui,1.1.4.v201102160540,"org.eclipse.wst.jsdt.ui",1399661116097
started,bundle,org.erlide.core,0.9.0.201010061109,"org.erlide.core",1399661116098
started,bundle,org.erlide.jinterface,0.9.0.201010061109,"org.erlide.jinterface",1399661116099
started,bundle,org.erlide.ui,0.9.0.201010061109,"org.erlide.ui",1399661116099
started,bundle,org.cubictest,2.0.3,"org.cubictest",1399661116100
started,bundle,com.python.pydev.analysis,1.6.5.2011020317,"com.python.pydev.analysis",1399661116101
started,bundle,org.python.pydev,1.6.5.2011020317,"org.python.pydev",1399661116102
started,bundle,org.python.pydev.core,1.6.5.2011020317,"org.python.pydev.core",1399661116103
os,sysinfo,,,"win32",1399661116107
arch,sysinfo,,,"x86",1399661116107
ws,sysinfo,,,"win32",1399661116107
locale,sysinfo,,,"pt_BR",1399661116107
processors,sysinfo,,,"1",1399661116107
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1399661116107
java.runtime.version,sysinfo,,,"1.7.0-b147",1399661116107
java.specification.name,sysinfo,,,"Java Platform API Specification",1399661116107
java.specification.vendor,sysinfo,,,"Oracle Corporation",1399661116107
java.specification.version,sysinfo,,,"1.7",1399661116107
java.vendor,sysinfo,,,"Oracle Corporation",1399661116107
java.version,sysinfo,,,"1.7.0",1399661116107
java.vm.info,sysinfo,,,"mixed mode, sharing",1399661116107
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1399661116107
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1399661116107
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1399661116107
java.vm.specification.version,sysinfo,,,"1.7",1399661116107
java.vm.vendor,sysinfo,,,"Oracle Corporation",1399661116107
java.vm.version,sysinfo,,,"21.0-b17",1399661116107
started,bundle,org.eclipse.jdt.apt.core,3.3.402.R36_v20110120-1000,"org.eclipse.jdt.apt.core",1399661116753
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.301.R36_v20100727-0110,"org.eclipse.jdt.apt.pluggable.core",1399661116754
started,bundle,sf.eclipse.javacc,1.5.24,"sf.eclipse.javacc",1399661119654
error,log,,,"Core exception while retrieving the content description",1399661132417
started,bundle,org.eclipse.wst.sse.core,1.1.504.v201102160550,"org.eclipse.wst.sse.core",1399661132465
error,log,,,"Core exception while retrieving the content description",1399661132484
started,bundle,org.eclipse.compare.core,3.5.101.R36x_v20100929-0800,"org.eclipse.compare.core",1399661132978
opened,editor,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.DefaultTextEditor",1399661133002
activated,editor,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.DefaultTextEditor",1399661133094
started,bundle,org.eclipse.core.variables,3.2.400.v20100505,"org.eclipse.core.variables",1399661133621
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.refresh",1399661134677
error,log,,,"Connection timed out: connect",1399661136750
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1399661141493
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1399661145587
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1399661154018
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1399661155623
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1399661156494
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1399661211139
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1399661234134
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1399661237444
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1399661246617
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1399661248152
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1399661250727
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1399661251966
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1399661255229
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1399661256516
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1399661262448
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1399661265330
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1399661270364
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1399661316993
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1399661318415
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1399661328059
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1399661329269
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1399661396555
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1399661402241
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1399661404941
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1399661416837
error,log,,,"Could not write metadata for '/RemoteSystemsTempFiles'.",1399661416879
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1399661418854
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1399661434444
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1399661435937
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1399661436226
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1399661455913
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.cut",1399661462725
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1399661464828
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1399661491671
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1399661492538
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.cut",1399661496868
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1399661498063
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1399661498644
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1399661515311
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1399661554950
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1399661571696
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1399661575376
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.cut",1399661584062
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1399661587217
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.cut",1399661593124
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1399661595384
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1399661665813
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1399661669702
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1399661675489
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1399661676346
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1399661711630
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1399661793911
error,log,,,"Core exception while retrieving the content description",1399661794055
error,log,,,"Core exception while retrieving the content description",1399661794145
opened,editor,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.DefaultTextEditor",1399661794200
activated,editor,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.DefaultTextEditor",1399661794238
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.refresh",1399661796037
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1399661802869
started,bundle,org.eclipse.ltk.core.refactoring,3.5.101.r362_v20101117-0800,"org.eclipse.ltk.core.refactoring",1399661805894
started,bundle,org.eclipse.compare,3.5.101.R36x_v20100929-0800,"org.eclipse.compare",1399661806085
started,bundle,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui",1399661811850
started,bundle,org.eclipse.jdt.debug,3.6.1.v20100715_r361,"org.eclipse.jdt.debug",1399661815110
started,bundle,org.eclipse.jdt.debug.ui,3.5.2.v20100928a_r362,"org.eclipse.jdt.debug.ui",1399661815200
executed,command,org.eclipse.jdt.debug.ui,3.5.2.v20100928a_r362,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1399661815480
started,bundle,org.python.pydev.debug,1.6.5.2011020317,"org.python.pydev.debug",1399661815783
opened,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1399661815905
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1399661817930
activated,editor,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.DefaultTextEditor",1399661819669
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1399661822149
started,bundle,org.eclipse.ui.externaltools,3.2.0.v20100427,"org.eclipse.ui.externaltools",1399661830416
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1399661835246
executed,command,org.eclipse.jdt.debug.ui,3.5.2.v20100928a_r362,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1399661845198
activated,editor,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.DefaultTextEditor",1399661861809
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1399661868543
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1399661929445
executed,command,org.eclipse.jdt.debug.ui,3.5.2.v20100928a_r362,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1399661932717
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1399661932843
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1399661934623
activated,editor,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.DefaultTextEditor",1399661943336
activated,editor,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.DefaultTextEditor",1399661945384
activated,editor,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.DefaultTextEditor",1399661946479
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1399661950429
executed,command,org.eclipse.jdt.debug.ui,3.5.2.v20100928a_r362,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1399661976876
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1399661976898
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1399661978135
activated,editor,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.DefaultTextEditor",1399661984054
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1399661998513
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1399661999450
executed,command,org.eclipse.jdt.debug.ui,3.5.2.v20100928a_r362,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1399662001676
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1399662011728
error,log,,,"Could not write metadata for '/RemoteSystemsTempFiles'.",1399662011763
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1399662013388
activated,editor,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.DefaultTextEditor",1399662014451
activated,editor,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.DefaultTextEditor",1399662022531
activated,editor,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.DefaultTextEditor",1399662039336
activated,editor,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.DefaultTextEditor",1399662043618
activated,editor,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.DefaultTextEditor",1399662113536
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1399662133122
executed,command,org.eclipse.jdt.debug.ui,3.5.2.v20100928a_r362,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1399662139615
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1399662139637
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1399662140893
started,bundle,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring",1399662152216
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1399662152345
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1399662152704
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.refresh",1399662154208
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1399662158048
started,bundle,org.python.pydev.customizations,1.6.5.2011020317,"org.python.pydev.customizations",1399662161356
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1399662162393
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1399662163691
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1399662165482
activated,editor,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.DefaultTextEditor",1399662170032
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1399662253450
activated,editor,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.DefaultTextEditor",1399662262438
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1399662265223
activated,editor,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.DefaultTextEditor",1399662268012
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1399662272646
activated,editor,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.DefaultTextEditor",1399662286914
started,bundle,org.eclipse.wst.jsdt.debug.ui,1.0.3.v201011040143,"org.eclipse.wst.jsdt.debug.ui",1399662293347
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1399662295032
activated,editor,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.DefaultTextEditor",1399662295764
activated,editor,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.DefaultTextEditor",1399662299341
activated,editor,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.DefaultTextEditor",1399662300353
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1399662301837
activated,editor,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.DefaultTextEditor",1399662304864
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1399662306436
activated,editor,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.DefaultTextEditor",1399662308047
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1399662312407
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1399662313242
activated,editor,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.DefaultTextEditor",1399662317920
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1399662320314
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1399662321717
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1399662322866
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1399662324518
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1399662327904
activated,editor,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.DefaultTextEditor",1399662328801
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1399662335116
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1399662346066
started,bundle,org.eclipse.wst.common.frameworks,1.2.0.v201003040800,"org.eclipse.wst.common.frameworks",1399662347045
started,bundle,org.eclipse.wst.common.emf,1.2.3.v201012100400,"org.eclipse.wst.common.emf",1399662347109
started,bundle,org.eclipse.jem.util,2.1.3.v201012070000,"org.eclipse.jem.util",1399662347110
started,bundle,org.eclipse.wst.common.emfworkbench.integration,1.2.3.v201012020600,"org.eclipse.wst.common.emfworkbench.integration",1399662347111
started,bundle,org.eclipse.wst.common.core,1.2.0.v200908252030,"org.eclipse.wst.common.core",1399662347112
started,bundle,org.eclipse.wst.common.modulecore,1.2.5.v201101270100,"org.eclipse.wst.common.modulecore",1399662347113
started,bundle,org.eclipse.jst.j2ee.core,1.2.4.v201102101900,"org.eclipse.jst.j2ee.core",1399662347114
started,bundle,org.eclipse.jem,2.0.400.v201005110200,"org.eclipse.jem",1399662347130
started,bundle,org.eclipse.wst.common.frameworks.ui,1.2.0.v201004080500,"org.eclipse.wst.common.frameworks.ui",1399662347153
started,bundle,org.eclipse.wst.xml.core,1.1.503.v201102102045,"org.eclipse.wst.xml.core",1399662347158
started,bundle,org.eclipse.wst.validation,1.2.201.v201101270100,"org.eclipse.wst.validation",1399662347170
started,bundle,org.eclipse.jst.j2ee,1.1.404.v201102081800,"org.eclipse.jst.j2ee",1399662347447
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1399662348009
executed,command,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1399662348018
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1399662348018
started,bundle,org.eclipse.core.externaltools,1.0.1.v20100831_r361,"org.eclipse.core.externaltools",1399662355658
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1399662355699
error,log,,,"The file does not exist for the external tool named New_configuration.",1399662355733
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1399662356967
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1399662360840
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1399662398647
executed,command,org.eclipse.ui.externaltools,3.2.0.v20100427,"org.eclipse.ui.externalTools.commands.OpenExternalToolsConfigurations",1399662398668
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1399662398699
error,log,,,"Variable references empty selection: ${container_loc}",1399662398731
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1399662403940
